timestamp,command,task,plan_valid,first_blocking_layer,parse_ok,parse_error,schema_ok,schema_error,grounding_ok,grounding_error,reach_ok,reach_error,guard_ok,guard_error,t_llm_s,t_validation_s,t_total_s,prompt_tokens,output_tokens,model_id,outcome,scene_age_s,plan_raw
2026-08-29 11:00:10,"Toma el verde, por favor",abort,True,none,True,,True,,True,,True,,True,,0.0000,0.00013,0.0003,,,deterministic_rules,ok,0.452,"{""task"": ""abort"", ""reason"": ""unknown_object_class""}"
2026-08-29 11:01:04,Agarra el objeto verde,abort,True,none,True,,True,,True,,True,,True,,0.0000,0.00008,0.0002,,,deterministic_rules,ok,0.291,"{""task"": ""abort"", ""reason"": ""unknown_object_class""}"
2026-08-29 11:01:20,Recoge el objeto verde,abort,True,none,True,,True,,True,,True,,True,,0.0000,0.00010,0.0003,,,deterministic_rules,ok,0.486,"{""task"": ""abort"", ""reason"": ""unknown_object_class""}"
2026-08-29 11:01:36,"Toma el verde, por favor",abort,True,none,True,,True,,True,,True,,True,,0.0000,0.00012,0.0003,,,deterministic_rules,ok,0.113,"{""task"": ""abort"", ""reason"": ""unknown_object_class""}"
2026-08-29 11:02:32,Agarra el objeto verde,abort,True,none,True,,True,,True,,True,,True,,0.0000,0.00018,0.0004,,,deterministic_rules,ok,0.228,"{""task"": ""abort"", ""reason"": ""unknown_object_class""}"
2026-08-29 11:02:53,Recoge el objeto verde,abort,True,none,True,,True,,True,,True,,True,,0.0000,0.00009,0.0003,,,deterministic_rules,ok,0.037,"{""task"": ""abort"", ""reason"": ""unknown_object_class""}"
2026-08-29 11:03:08,"Toma el verde, por favor",abort,True,none,True,,True,,True,,True,,True,,0.0000,0.00009,0.0002,,,deterministic_rules,ok,0.423,"{""task"": ""abort"", ""reason"": ""unknown_object_class""}"
2026-08-29 11:09:37,Agarra el objeto verde,abort,True,none,True,,True,,True,,True,,True,,24.9640,0.00007,24.9653,781,39,qwen3:4b-instruct,ok,0.042,"{   ""steps"": [     {       ""action"": ""abort"",       ""object_id"": ""green_0""     }   ],   ""task"": ""abort"" }"
2026-08-29 11:10:39,Recoge el objeto verde,abort,True,none,True,,True,,True,,True,,True,,12.8170,0.00008,12.8177,782,39,qwen3:4b-instruct,ok,0.167,"{   ""steps"": [     {       ""action"": ""abort"",       ""object_id"": ""green_0""     }   ],   ""task"": ""abort"" }"
2026-08-29 11:11:10,"Toma el verde, por favor",abort,True,none,True,,True,,True,,True,,True,,12.8962,0.00006,12.8971,781,39,qwen3:4b-instruct,ok,0.212,"{   ""steps"": [     {       ""action"": ""abort"",       ""object_id"": ""green_0""     }   ],   ""task"": ""abort"" }"
2026-08-29 11:17:09,Agarra el objeto verde,pick_and_place,True,none,True,,True,,True,,True,,True,,27.3886,0.00013,27.3901,822,124,qwen3:4b-instruct,ok,0.257,"{   ""steps"": [     {       ""action"": ""approach"",       ""object_id"": ""green_0"",       ""zone_id"": ""home""     },     {       ""action"": ""grasp"",       ""object_id"": ""green_0""     },     {       ""action"": ""lift"",       ""object_id"": ""green_0""     },     {       ""action"": ""place"",       ""object_id"": ""green_0"",       ""zone_id"": ""drop_zone_a""     }   ],   ""task"": ""pick_and_place"" }"
2026-08-29 11:19:04,Recoge el objeto verde,pick_and_place,True,none,True,,True,,True,,True,,True,,22.2888,0.00011,22.2902,822,124,qwen3:4b-instruct,ok,0.116,"{   ""steps"": [     {       ""action"": ""approach"",       ""object_id"": ""green_0"",       ""zone_id"": ""home""     },     {       ""action"": ""grasp"",       ""object_id"": ""green_0""     },     {       ""action"": ""lift"",       ""object_id"": ""green_0""     },     {       ""action"": ""place"",       ""object_id"": ""green_0"",       ""zone_id"": ""drop_zone_a""     }   ],   ""task"": ""pick_and_place"" }"
2026-08-29 11:21:24,"Toma el verde, por favor",pick_and_place,True,none,True,,True,,True,,True,,True,,22.3684,0.00012,22.3691,824,124,qwen3:4b-instruct,ok,0.385,"{   ""steps"": [     {       ""action"": ""approach"",       ""object_id"": ""green_0"",       ""zone_id"": ""home""     },     {       ""action"": ""grasp"",       ""object_id"": ""green_0""     },     {       ""action"": ""lift"",       ""object_id"": ""green_0""     },     {       ""action"": ""place"",       ""object_id"": ""green_0"",       ""zone_id"": ""drop_zone_a""     }   ],   ""task"": ""pick_and_place"" }"
2026-08-29 11:31:51,Agarra el objeto verde,pick,True,none,True,,True,,True,,True,,True,,20.3028,0.00014,20.3039,1028,91,qwen3:4b-instruct,ok,0.018,"{   ""steps"": [     {       ""action"": ""approach"",       ""object_id"": ""green_0"",       ""zone_id"": ""home""     },     {       ""action"": ""grasp"",       ""object_id"": ""green_0""     },     {       ""action"": ""lift"",       ""object_id"": ""green_0""     }   ],   ""task"": ""pick"" }"
2026-08-29 11:35:26,home,home,True,none,True,,True,,True,,True,,True,,14.1377,0.00010,14.1386,1024,37,qwen3:4b-instruct,ok,0.496,"{   ""steps"": [     {       ""action"": ""home"",       ""zone_id"": ""home""     }   ],   ""task"": ""home"" }"
2026-08-29 11:38:32,Recoge el objeto verde,pick,True,none,True,,True,,True,,True,,True,,19.9633,0.00015,19.9643,1027,91,qwen3:4b-instruct,ok,0.347,"{   ""steps"": [     {       ""action"": ""approach"",       ""object_id"": ""green_0"",       ""zone_id"": ""home""     },     {       ""action"": ""grasp"",       ""object_id"": ""green_0""     },     {       ""action"": ""lift"",       ""object_id"": ""green_0""     }   ],   ""task"": ""pick"" }"
2026-08-29 11:39:16,home,home,True,none,True,,True,,True,,True,,True,,14.2161,0.00010,14.2167,1024,37,qwen3:4b-instruct,ok,0.238,"{   ""steps"": [     {       ""action"": ""home"",       ""zone_id"": ""home""     }   ],   ""task"": ""home"" }"
2026-08-29 11:39:45,"Toma el verde, por favor",pick,True,none,True,,True,,True,,True,,True,,19.9428,0.00014,19.9437,1029,91,qwen3:4b-instruct,ok,0.323,"{   ""steps"": [     {       ""action"": ""approach"",       ""object_id"": ""green_0"",       ""zone_id"": ""home""     },     {       ""action"": ""grasp"",       ""object_id"": ""green_0""     },     {       ""action"": ""lift"",       ""object_id"": ""green_0""     }   ],   ""task"": ""pick"" }"
2026-08-29 11:41:18,home,home,True,none,True,,True,,True,,True,,True,,14.1646,0.00010,14.1652,1023,37,qwen3:4b-instruct,ok,0.319,"{   ""steps"": [     {       ""action"": ""home"",       ""zone_id"": ""home""     }   ],   ""task"": ""home"" }"
2026-08-29 11:41:48,Agarra el objeto verde,pick,True,none,True,,True,,True,,True,,True,,19.6934,0.00014,19.6940,1021,91,qwen3:4b-instruct,ok,0.279,"{   ""steps"": [     {       ""action"": ""approach"",       ""object_id"": ""green_0"",       ""zone_id"": ""home""     },     {       ""action"": ""grasp"",       ""object_id"": ""green_0""     },     {       ""action"": ""lift"",       ""object_id"": ""green_0""     }   ],   ""task"": ""pick"" }"
2026-08-29 11:42:26,home,home,True,none,True,,True,,True,,True,,True,,14.0536,0.00008,14.0541,1023,37,qwen3:4b-instruct,ok,0.492,"{   ""steps"": [     {       ""action"": ""home"",       ""zone_id"": ""home""     }   ],   ""task"": ""home"" }"
2026-08-29 11:42:50,Recoge el objeto verde,pick,True,none,True,,True,,True,,True,,True,,19.9721,0.00012,19.9727,1027,91,qwen3:4b-instruct,ok,0.196,"{   ""steps"": [     {       ""action"": ""approach"",       ""object_id"": ""green_0"",       ""zone_id"": ""home""     },     {       ""action"": ""grasp"",       ""object_id"": ""green_0""     },     {       ""action"": ""lift"",       ""object_id"": ""green_0""     }   ],   ""task"": ""pick"" }"
2026-08-29 11:43:30,home,home,True,none,True,,True,,True,,True,,True,,14.0062,0.00009,14.0067,1023,37,qwen3:4b-instruct,ok,0.051,"{   ""steps"": [     {       ""action"": ""home"",       ""zone_id"": ""home""     }   ],   ""task"": ""home"" }"
2026-08-29 11:43:59,"Toma el verde, por favor",pick,True,none,True,,True,,True,,True,,True,,19.8449,0.00014,19.8455,1028,91,qwen3:4b-instruct,ok,0.238,"{   ""steps"": [     {       ""action"": ""approach"",       ""object_id"": ""green_0"",       ""zone_id"": ""home""     },     {       ""action"": ""grasp"",       ""object_id"": ""green_0""     },     {       ""action"": ""lift"",       ""object_id"": ""green_0""     }   ],   ""task"": ""pick"" }"
2026-08-29 11:44:56,home,home,True,none,True,,True,,True,,True,,True,,13.9640,0.00010,13.9645,1020,37,qwen3:4b-instruct,ok,0.446,"{   ""steps"": [     {       ""action"": ""home"",       ""zone_id"": ""home""     }   ],   ""task"": ""home"" }"
2026-08-29 11:45:20,Agarra el objeto verde,pick,True,none,True,,True,,True,,True,,True,,19.7960,0.00014,19.7967,1027,91,qwen3:4b-instruct,ok,0.149,"{   ""steps"": [     {       ""action"": ""approach"",       ""object_id"": ""green_0"",       ""zone_id"": ""home""     },     {       ""action"": ""grasp"",       ""object_id"": ""green_0""     },     {       ""action"": ""lift"",       ""object_id"": ""green_0""     }   ],   ""task"": ""pick"" }"
2026-08-29 11:45:56,home,home,True,none,True,,True,,True,,True,,True,,14.7710,0.00009,14.7715,1023,37,qwen3:4b-instruct,ok,0.220,"{   ""steps"": [     {       ""action"": ""home"",       ""zone_id"": ""home""     }   ],   ""task"": ""home"" }"
2026-08-29 11:46:37,Recoge el objeto verde,pick,True,none,True,,True,,True,,True,,True,,20.0340,0.00012,20.0346,1027,91,qwen3:4b-instruct,ok,0.038,"{   ""steps"": [     {       ""action"": ""approach"",       ""object_id"": ""green_0"",       ""zone_id"": ""home""     },     {       ""action"": ""grasp"",       ""object_id"": ""green_0""     },     {       ""action"": ""lift"",       ""object_id"": ""green_0""     }   ],   ""task"": ""pick"" }"
2026-08-29 11:47:20,home,home,True,none,True,,True,,True,,True,,True,,13.8786,0.00009,13.8792,1023,37,qwen3:4b-instruct,ok,0.408,"{   ""steps"": [     {       ""action"": ""home"",       ""zone_id"": ""home""     }   ],   ""task"": ""home"" }"
2026-08-29 11:48:03,"Toma el verde, por favor",pick,True,none,True,,True,,True,,True,,True,,19.7569,0.00014,19.7575,1029,91,qwen3:4b-instruct,ok,0.023,"{   ""steps"": [     {       ""action"": ""approach"",       ""object_id"": ""green_0"",       ""zone_id"": ""home""     },     {       ""action"": ""grasp"",       ""object_id"": ""green_0""     },     {       ""action"": ""lift"",       ""object_id"": ""green_0""     }   ],   ""task"": ""pick"" }"
2026-08-29 11:48:47,home,home,True,none,True,,True,,True,,True,,True,,14.0611,0.00010,14.0619,1020,37,qwen3:4b-instruct,ok,0.050,"{   ""steps"": [     {       ""action"": ""home"",       ""zone_id"": ""home""     }   ],   ""task"": ""home"" }"
